title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Dream Lover,Bobby Darin,17.0,2.0,1959-04-15,1KLpjQFgubHI3GkAICCNH3,Dream Lover,The Ultimate Bobby Darin,57.0,N,2004-11-23,0.526,0.774,-1.692,0.0459,0.715,0.0,0.437,0.715,5.0,1.0,131.715,150.706
Dreamin',Johnny Burnette,15.0,11.0,1960-07-20,3e6DgJHco44VZekE9wz8Wh,Dreamin',Dreamin',45.0,N,1960-09-24,0.471,0.449,-9.845,0.0546,0.794,2.25e-05,0.35,0.715,11.0,0.0,74.673,141.493
Dreamy Eyes,Johnny Tillotson,9.0,63.0,1958-10-29,4J0JFGn4avOMbTAFPKBbpF,Dreamy Eyes,Words & Music,36.0,N,1959-01-01,0.417,0.438,-9.909,0.0335,0.827,0.0,0.119,0.58,4.0,1.0,123.505,144.093
Drip Drop,The Drifters,2.0,58.0,1958-08-06,672bYvh0ygZMrUvRr6hN4P,Drip Drop,Under the Boardwalk,21.0,N,1964-06-01,0.788,0.463,-6.463,0.0618,0.791,0.0,0.0964,0.939,10.0,1.0,120.128,152.267
Drivin' Home,Duane Eddy And The Rebels,1.0,99.0,1961-07-12,0ijdFzcMMkyr5FP73daA0Q,Drivin' My Life Away,Horizon,61.0,N,1980-06-20,0.571,0.57,-14.091,0.047,0.113,0.00244,0.066,0.814,9.0,1.0,168.943,196.2
Driving Wheel,Junior Parker,2.0,85.0,1961-05-17,4r08u8N2RSeorASn62yHr6,Drivin' Wheel - Single Version,Driving Wheel,29.0,N,2006-01-01,0.417,0.519,-7.646,0.0278,0.653,3.57e-05,0.0531,0.637,9.0,0.0,80.532,157.267
Dum Dum,Brenda Lee,10.0,8.0,1961-06-14,2amlWbDFBNfQyoHy7mIMnZ,Dum Dum,All The Way,23.0,N,1961-08-07,0.691,0.618,-6.678,0.154,0.831,0.0,0.136,0.682,6.0,1.0,126.533,146.173
Dutchman's Gold,Walter Brennan With Billy Vaughn and his Orchestra,12.0,30.0,1960-04-20,3zNoELfZro8JyANvlxkm5z,Dutchman's Gold,Dutchman's Gold,7.0,N,1960-01-01,0.423,0.257,-13.834,0.0499,0.943,0.0,0.312,0.349,5.0,1.0,115.96,206.173
Early Every Morning (Early Every Evening Too),Dinah Washington,1.0,95.0,1961-03-08,2csA2nDUNR5TfQEn1I7nt4,September In The Rain,September In The Rain,57.0,N,1961-01-01,0.401,0.213,-13.124,0.0545,0.346,1.05e-05,0.0596,0.678,1.0,1.0,110.611,129.333
Early In The Morning,Buddy Holly,9.0,24.0,1958-01-01,6dp3vxQ5UVsxD6N1mbPxjg,Early In The Morning,The Definitive Collection,25.0,Y,2006-04-18,0.721,0.686,-10.313,0.0905,0.425,0.0,0.0485,0.962,0.0,1.0,110.75,125.52
Earth Angel,Johnny Tillotson,7.0,57.0,1960-04-06,6XGGJhuEBnwNPknU6LLcjH,Earth Angel,Johnny Tillotson's Best,29.0,N,1962-01-01,0.341,0.43,-9.558,0.0306,0.804,0.0,0.192,0.66,4.0,1.0,105.463,176.667
Easy Lovin',Wade Flemons,4.0,70.0,1960-04-20,6kNrIrFSRiXeCjO095mP2U,Easy Lovin',Here I Stand,0.0,N,2024-02-23,0.506,0.279,-16.125,0.0302,0.741,0.0,0.263,0.622,5.0,1.0,106.245,137.573
Ebb Tide,Bobby Freeman,6.0,56.0,1959-12-09,1WY7BXIynpGEchR5SD0zsQ,Ebb Tide,Do You Wanna Dance,1.0,N,2005-05-17,0.354,0.111,-17.613,0.0316,0.942,1.27e-05,0.247,0.133,3.0,1.0,107.111,151.36
Ebony Eyes,The Everly Brothers,12.0,8.0,1961-01-25,5cGZE6yM5i0ZlWut6wawsN,Ebony Eyes,The Golden Hits of The Everly Brothers,37.0,N,1962-06-01,0.317,0.161,-18.856,0.0322,0.808,0.0,0.104,0.287,4.0,1.0,84.64,188.093
El Matador,The Kingston Trio,11.0,32.0,1960-02-17,0QijWQnEFPwZemuAVFPSqC,El Matador,Sold Out,19.0,N,1960-04-04,0.554,0.364,-9.397,0.0275,0.853,0.000321,0.24,0.445,5.0,0.0,81.978,147.093
El Paso,Marty Robbins,22.0,1.0,1959-11-04,4f8hBeMXMvssn6HtFAtblo,El Paso,Gunfighter Ballads And Trail Songs,63.0,N,1959,0.654,0.452,-9.709,0.03,0.835,2.89e-05,0.16,0.691,2.0,1.0,106.662,259.307
Emotions,Brenda Lee,12.0,7.0,1960-12-28,60jQTAr2OkFcV4SWSRz3st,Emotions,Emotions,63.0,N,1961-04-03,0.466,0.416,-8.249,0.026,0.742,5.04e-06,0.249,0.516,5.0,1.0,98.78,171.227
Enchanted,The Platters,15.0,12.0,1959-03-18,3uCXarDsIYEJ6noaI64jhW,Enchanted,The Magic Touch: An Anthology,33.0,N,1991-01-01,0.348,0.225,-13.889,0.0349,0.903,1.67e-06,0.209,0.286,3.0,1.0,78.541,172.293
Enchanted Island,The Four Lads,7.0,29.0,1958-01-01,4JtUrtgn1J8PWpgOxeCUYc,Enchanted Island,Our Moments to Remember,4.0,N,2023-03-24,0.308,0.444,-11.495,0.0332,0.73,1.41e-06,0.358,0.285,2.0,1.0,83.773,183.38
Endless Sleep,Jody Reynolds,6.0,17.0,1958-01-01,7cb19X9Bavre8c1kUR1cGH,Endless Sleep,Presenting Jody Reynolds,25.0,N,1958-12-24,0.625,0.185,-10.635,0.0409,0.815,2.74e-05,0.117,0.565,4.0,1.0,110.723,143.68
Endlessly,Brook Benton,13.0,12.0,1959-04-15,2fmtuUeOJmphsCgAxEaFml,Endlessly,The Devoted Brook Benton,22.0,N,2023-04-07,0.533,0.314,-16.558,0.0349,0.351,0.0,0.0782,0.796,5.0,1.0,133.161,142.393
Eternally,Thomas Wayne With the Delons,8.0,41.0,1959-05-06,6AihpDJcJM7nIySZW1BQhM,Eternally Yours: Motion Picture Collection (feat. Crystal Joilena),Another Life / Eternally Yours: Motion Picture Collection,44.0,Y,2020-08-10,0.529,0.386,-7.924,0.0257,0.649,0.0,0.104,0.222,10.0,0.0,95.081,314.954
Evening Rain,Earl Grant,7.0,63.0,1959-01-21,40Q3NmphsaIOkaIhhtXQQ2,Evening Rain,Singin' & Swingin': The Best Of Earl Grant,9.0,N,1998-01-01,0.318,0.18,-16.539,0.0286,0.807,0.000109,0.134,0.178,9.0,0.0,78.262,161.733
Eventually,Brenda Lee,3.0,56.0,1961-06-28,2LhIq64BYsvV1UABBhCfG7,Eventually,All The Way,11.0,N,1961-08-07,0.449,0.262,-9.432,0.0282,0.908,2.59e-05,0.209,0.381,3.0,1.0,108.924,184.12
Everglades,The Kingston Trio,5.0,60.0,1960-10-05,7IIfi6udaIkFvw4z3xUeub,Everglades - Remastered,The Capitol Collector's Series,19.0,N,1990-06-18,0.65,0.272,-18.52,0.039,0.81,1.82e-05,0.108,0.67,2.0,1.0,143.468,141.973
Every Beat Of My Heart,Pips,10.0,6.0,1961-05-10,75hgmQO2o2IUx0vgl0l54e,Every Beat Of My Heart,The Best Of Gladys Knight & The Pips,35.0,N,1995-09-29,0.338,0.362,-13.103,0.0323,0.812,2.52e-05,0.229,0.425,0.0,1.0,173.985,114.667
Every Breath I Take,Gene Pitney,3.0,82.0,1961-07-19,5mqJuf5U7M3eLNsaKZ0mUH,Every Breath I Take,This is Gene Pitney,27.0,N,1966,0.487,0.784,-6.54,0.042,0.237,0.000699,0.437,0.655,7.0,1.0,93.362,165.96
Every Little Thing I Do,Dion & The Belmonts,8.0,48.0,1959-09-09,36cRY6DSxk16JMSYWe9d3n,Every Little Thing I Do,The Best Of Dion & The Belmonts,30.0,N,2005-01-01,0.358,0.462,-10.66,0.032,0.903,0.000118,0.247,0.658,7.0,0.0,132.783,121.84
Everybody Likes To Cha Cha Cha,Sam Cooke,13.0,31.0,1959-03-04,1fab2FXhxD2nWcmog5Wyh9,(What A) Wonderful World,Sam Cooke: Portrait Of A Legend 1951-1964,68.0,N,2015,0.763,0.571,-10.552,0.0337,0.529,0.0,0.154,0.936,11.0,1.0,128.212,129.293
Everybody Loves A Lover,Doris Day,12.0,14.0,1958-01-01,6QfGyzfwf7dm38Tmf49BpC,Everybody Loves a Lover,Golden Girl (The Columbia Recordings 1944-1966),34.0,N,1945,0.834,0.284,-13.497,0.102,0.653,2.44e-06,0.0676,0.683,3.0,1.0,92.224,160.467
Everybody's Somebody's Fool,Connie Francis,18.0,1.0,1960-05-04,1qC8zQRrdkZCwzQ5N4ECoD,Everybody's Somebody's Fool,Gold,47.0,N,2005-06-14,0.584,0.737,-4.643,0.0306,0.745,1.93e-05,0.208,0.753,1.0,1.0,84.322,157.88
Everyone Was There,Bob Kayli,2.0,96.0,1958-11-12,2Z1wkZW9po0fOwmWn92Z6N,Everyone but You,Natural,40.0,N,2017-03-31,0.613,0.667,-7.475,0.0317,0.748,0.855,0.511,0.448,5.0,0.0,92.997,311.36
Exclusively Yours,"Carl Dobkins, Jr.",8.0,62.0,1960-05-11,760EdfOJLYQA8VGCnXatQA,Exclusively Yours,Presenting Carl Dobkins Jr.,2.0,N,1959-05-20,0.751,0.38,-11.838,0.0304,0.592,0.0,0.0942,0.942,8.0,1.0,102.157,139.04
Exodus,Ferrante & Teicher,21.0,2.0,1961-04-05,4pKUJwmq9mYcs1KNUsqAHH,Exodus,All-Time Great Movie Themes,23.0,Y,1993-02-09,0.477,0.231,-11.842,0.0259,0.857,0.497,0.0638,0.246,2.0,0.0,98.226,176.76
Fallen Angel,Webb Pierce,1.0,99.0,1960-11-16,6JYEto8xNzS3f9WmPhHC5X,Fallen Angel,"Hundred Year Webb, Vol. 3",5.0,N,2021-07-23,0.492,0.329,-11.364,0.0449,0.797,0.0,0.142,0.777,10.0,1.0,125.787,127.093
Fallin',Connie Francis,10.0,30.0,1958-10-08,121oskeJBhi1OvqHqydCSf,Fallin',Gold,40.0,N,2005-06-14,0.594,0.678,-7.621,0.0355,0.583,0.0,0.535,0.876,4.0,0.0,139.199,133.533
Fame And Fortune,Elvis Presley With The Jordanaires,10.0,17.0,1960-04-06,3KIlJMknWs4rgVztAoWUbY,Fame and Fortune - Remastered,"Elvis' Golden Records, Vol. 3",40.0,N,1963-08-11,0.672,0.286,-14.71,0.0283,0.94,0.0973,0.118,0.556,10.0,1.0,102.743,150.48
Fancy Nancy,Skip And Flip,5.0,71.0,1959-10-28,7zxUztWR8zUqRQMo2BH8H1,Fancy Nancy,Rock and Roll For Kids,0.0,N,2014-11-18,0.485,0.709,-10.439,0.0324,0.689,7e-06,0.34,0.976,7.0,1.0,141.821,118.973
Fannie Mae,Buster Brown,17.0,38.0,1960-01-27,6pl9lXW9WCDDCVMrLlKGpD,Fannie Mae,The Best of Buster Brown,28.0,N,1961-05-21,0.659,0.427,-9.793,0.0283,0.753,0.00571,0.219,0.862,5.0,1.0,119.871,178.097
"Far, Far Away",Don Gibson,5.0,72.0,1960-07-27,0pLwUS6iXPYJWaz0CWBIc4,"Far, Far Away",Sweet Dreams,15.0,N,1960-12-16,0.661,0.489,-12.975,0.03,0.6,0.00185,0.0478,0.558,0.0,1.0,100.1,128.96
Feel So Fine,Johnny Preston,14.0,14.0,1960-06-15,74vJVhDTZnhSHv1ingrM32,Feel so Fine,ROCK,13.0,N,1960-12-03,0.636,0.723,-8.32,0.0385,0.803,0.000261,0.169,0.93,7.0,1.0,169.569,126.96
Fell In Love On Monday,Fats Domino,6.0,32.0,1961-03-15,499iOZxvZrkYGh0sHffvbZ,Fell In Love On Monday,They Call Me The Fat Man (The Legendary Imperial Recordings),2.0,N,2016-01-01,0.633,0.495,-10.633,0.0263,0.877,1.67e-05,0.395,0.887,5.0,1.0,109.354,119.307
Fever,Peggy Lee,12.0,8.0,1958-01-01,4Ke1CYcm2wYDFlOhziFFjK,Fever,All Aglow Again!,45.0,N,1960-05-02,0.833,0.0756,-20.822,0.147,0.314,0.0,0.111,0.338,4.0,0.0,136.007,202.693
Fibbin',Patti Page,9.0,39.0,1958-09-17,5VAN7D9sq2lzzAm5MMqw5Q,Fibbin',Her Greatest Hits,0.0,N,1995-01-01,0.458,0.463,-9.976,0.101,0.72,0.0,0.18,0.896,10.0,1.0,162.971,114.44
Find Another Girl,Jerry Butler,10.0,27.0,1961-03-01,6Amd6FpVPI5nJYop05KHq2,Find Another Girl,Aware Of Love,11.0,N,1961-01-01,0.631,0.517,-8.815,0.0386,0.907,0.0,0.176,0.728,1.0,0.0,125.593,172.64
Finger Poppin' Time,Hank Ballard And The Midnighters,26.0,7.0,1960-05-11,0R2sP0ptvdQSLWSGEo0bCx,Finger Poppin' Time,Singles Collection 1953-1962,31.0,N,1976,0.533,0.759,-5.199,0.0356,0.0735,0.0,0.315,0.889,9.0,1.0,159.373,155.2
Fire Of Love,Jody Reynolds,5.0,66.0,1958-08-13,26VaTFK760o5VaDPcSyV5B,Fire of Love,Presenting Jody Reynolds,23.0,N,1958-12-24,0.647,0.355,-11.863,0.029,0.883,3.18e-05,0.119,0.829,11.0,0.0,112.047,115.133
Firefly,Tony Bennett,13.0,20.0,1958-09-03,4NCZEnM4tq2MazaFURJxWY,Firefly,Cheek To Cheek (Deluxe),36.0,Y,2014-09-19,0.561,0.565,-6.193,0.102,0.585,0.0,0.0808,0.676,1.0,1.0,92.222,117.64
First Anniversary,Cathy Carr,12.0,42.0,1959-01-21,736C7AGuY2ANNnVgNqAQ9m,Cathy’s Theme,Every Hour,45.0,N,2014-03-20,0.509,0.152,-18.144,0.0695,0.963,0.874,0.0984,0.0681,9.0,1.0,85.146,136.093
"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,9.0,59.0,1959-09-23,35ySEC3RyS1w36bkpgj1lT,Rebel Rouser,Have 'Twangy' Guitar Will Travel,44.0,N,1958,0.532,0.629,-7.879,0.0338,0.0529,0.9,0.109,0.634,6.0,0.0,105.557,143.627
First Name Initial,Annette With The Afterbeats,18.0,20.0,1959-10-21,3AVS4x3b0b408Vz05ERffc,First Name Initial,"Compiled, for the New Generations",3.0,N,2023-07-20,0.376,0.738,-5.558,0.04,0.524,0.0,0.323,0.356,8.0,1.0,76.566,141.507
First Taste Of Love,Ben E. King,7.0,53.0,1960-12-28,1WwbO6D1l5GCgplARhJrEP,First Taste of Love,Don't Play That Song (Mono),28.0,N,1962-08-20,0.524,0.318,-13.321,0.0555,0.517,2.14e-06,0.142,0.843,5.0,1.0,147.781,140.216
Five Brothers,Marty Robbins,4.0,74.0,1960-09-07,39kqEgevkI3UxStWdR2cfR,Five Brothers,More Gunfighter Ballads and Trail Songs,41.0,N,1960-07-18,0.634,0.414,-12.165,0.0611,0.75,0.0,0.164,0.565,1.0,1.0,129.137,131.667
Five Feet High And Rising,Johnny Cash,3.0,76.0,1959-08-19,0KSHmjK7OFtGocvbo7NZNO,Five Feet High and Rising,Songs Of Our Soil,51.0,N,1959-09-01,0.754,0.484,-9.196,0.0609,0.803,9.02e-06,0.0989,0.801,10.0,1.0,82.761,107.28
Flaming Star,Elvis Presley With The Jordanaires,7.0,14.0,1961-04-12,5y0PXkDyefSKQauonvsB4O,The Yellow Rose of Texas / The Eyes of Texas,Elvis Sings Flaming Star,30.0,N,1968-10-01,0.606,0.404,-13.28,0.121,0.606,2.13e-06,0.124,0.788,8.0,1.0,119.793,175.44
Flamingo Express,The Royaltones,3.0,82.0,1961-01-11,4mcythZPK5tm8zRvz86Loe,Believe in Me,Bright Moments,48.0,N,2016-08-05,0.722,0.576,-12.231,0.0492,0.0161,0.00142,0.254,0.716,8.0,1.0,88.013,245.028
Flamingo L'Amore,The Gaylords,1.0,98.0,1958-11-05,3Wy87L4o1hmoTc2EeZpQG1,Flamingo L'amore,The Gaylords Retrospective,0.0,N,2021-05-28,0.543,0.257,-11.314,0.0311,0.811,0.0,0.128,0.467,0.0,1.0,102.966,116.663
Flower Of Love,The Crests featuring Johnny Mastro,6.0,79.0,1959-06-03,7DqhKsF0vKVuNGWf6vprIF,Flower Of Love - Unreleased Version,For Collectors Only,4.0,Y,1993,0.549,0.204,-12.111,0.047,0.91,0.0,0.375,0.416,3.0,1.0,67.145,178.653
Fog Cutter,The Frantics,1.0,93.0,1959-09-09,0d6kBb2N7IWloiju11DrZY,Fog Cutter,The Complete Dolton Recordings,1.0,N,2015-01-01,0.419,0.882,-7.483,0.0342,0.469,0.234,0.112,0.925,0.0,1.0,153.393,117.587
Fool That I Am,Etta James,6.0,50.0,1961-06-07,5RC6D893kdyFTbbXq9G3qZ,Fool That I Am,The Second Time Around,46.0,N,1961,0.413,0.0754,-17.178,0.0359,0.899,3.09e-06,0.39,0.214,1.0,1.0,102.313,177.2
Fool's Paradise,The Crickets,1.0,58.0,1958-01-01,5xwh8z74AqLIT58eYKTAjx,Fool's Paradise,The Complete Singles Collection,18.0,N,2003-01-01,0.543,0.601,-10.032,0.0285,0.13,0.0,0.4,0.956,5.0,1.0,141.905,149.467
Foolin' Around,Kay Starr,9.0,49.0,1961-03-15,7wAzqU8jYiqjLSvaTsfPxR,Foolin' Around,The Fabulous Favorites,3.0,N,1964-06-01,0.516,0.447,-10.501,0.0578,0.974,0.0,0.305,0.839,3.0,1.0,173.477,140.733
Fools Hall Of Fame,Pat Boone,9.0,29.0,1959-09-09,5RLaugGtUgimPZjTfdpqDC,Fools Hall of Fame - Live,Greatest Hits Live,1.0,N,2019-06-07,0.461,0.144,-20.989,0.0358,0.98,0.963,0.639,0.475,6.0,1.0,66.956,145.112
Fools Rush In (Where Angels Fear To Tread),Brook Benton,10.0,24.0,1960-11-09,1F4CZdJ6BjZcD97ziw3h9I,Fools Rush In (Where Angels Fear To Tread) - Performed live on The Ed Sullivan Show 2/4/62,Fools Rush In (Where Angels Fear To Tread) [Performed Live on The Ed Sullivan Show/1962],0.0,N,2010-01-01,0.398,0.589,-10.297,0.0494,0.955,0.954,0.308,0.908,5.0,0.0,77.153,103.693
Footsteps,Steve Lawrence,13.0,7.0,1960-03-02,2z1mnBJRjXUpD2RFXRBm2p,Footsteps,The Best Of,32.0,N,1961-01-01,0.641,0.468,-12.33,0.034,0.419,0.0,0.317,0.913,2.0,0.0,144.387,134.627
For A Penny,Pat Boone,11.0,23.0,1959-03-18,5vqp3YFIW5Y4GoqD2FYk6i,For A Penny,Pat Boone's Golden Hits Featuring Speedy Gonzales,1.0,N,1962-08-01,0.22,0.338,-11.699,0.0335,0.878,0.000891,0.199,0.428,11.0,1.0,184.529,139.253
For Love,Lloyd Price and His Orchestra,6.0,43.0,1960-04-27,7JI1MoBWRQAZFTL5FxrQla,Personality,Mr. Personality,47.0,N,1959-01-01,0.604,0.313,-13.495,0.0375,0.801,0.0,0.342,0.86,5.0,1.0,129.182,155.213
For My Baby,Brook Benton,8.0,28.0,1961-02-01,7p64JJtRFSwlOp07twxVZs,For My Baby,Greatest Hits: The Mercury Years,7.0,N,1989-01-01,0.66,0.305,-15.929,0.0637,0.551,0.0,0.0589,0.616,7.0,1.0,105.899,161.36
For My Good Fortune,Pat Boone,11.0,23.0,1958-09-17,4cWEX0v1tmKtaesTGK88ph,For My Good Fortune - Mono / Single Version,Pat Boone Sings (Expanded Edition),0.0,N,1958-12-01,0.642,0.834,-7.566,0.0642,0.648,0.00966,0.391,0.929,8.0,1.0,129.155,130.067
For Your Love,Ed Townsend,2.0,62.0,1961-05-10,34hXWNZyKgsR7zmMOfXqOK,For Your Love,Lost Hits Of The 50's,23.0,N,2012-01-01,0.243,0.334,-10.097,0.0298,0.838,3.16e-06,0.187,0.369,0.0,1.0,94.411,173.267
For Your Precious Love,Jerry Butler and The Impressions,5.0,15.0,1958-01-01,4qEJlmy7RpAT6d1wCTMPaM,FOR YOUR PRECIOUS LOVE,Singing On The Street Corner,4.0,N,2017-10-25,0.486,0.168,-13.428,0.0307,0.771,0.0,0.109,0.194,1.0,1.0,79.157,165.773
Forever,The Little Dippers,14.0,9.0,1960-02-10,6KknhggJ4EgpzlEDy19yWv,Forever,Forever,60.0,N,1960-08-15,0.518,0.225,-11.695,0.0317,0.948,0.584,0.197,0.478,0.0,1.0,73.771,138.92
Forget Me Not,Kalin Twins,15.0,12.0,1958-09-24,49f1yPA6sXG9p893m0rgvp,Forget Me Not,The Kalin Twins,5.0,N,1958-05-26,0.582,0.595,-5.424,0.0537,0.713,0.0,0.0428,0.893,1.0,1.0,81.264,144.173
Forty Days,Ronnie Hawkins,8.0,45.0,1959-06-03,15LBpMWtDYyqd5X3u0EyIa,Forty Days (To Come Back Home),Rockin',10.0,N,2019-10-04,0.607,0.888,-11.475,0.0424,0.37,0.0,0.189,0.814,4.0,0.0,95.483,136.813
Forty Miles Of Bad Road,Duane Eddy And The Rebels,15.0,9.0,1959-06-10,7vvIRamaiahhhXnFzA6wbB,Forty Miles Of Bad Road,"$1,000,000 Worth Of Twang",24.0,N,2006-01-01,0.719,0.685,-11.918,0.0874,0.0434,0.884,0.102,0.96,2.0,1.0,126.327,130.6
Found Love,Jimmy Reed,3.0,88.0,1960-05-18,0MkOUSmaAvy8kbF7vfe7tX,Found Love,The Very Best of Jimmy Reed,26.0,N,2003,0.729,0.376,-10.777,0.0315,0.964,0.902,0.0965,0.884,2.0,1.0,106.438,137.8
Frankie,Connie Francis,15.0,9.0,1959-05-13,3cmGF5NDmyRcc8XM3xbFWb,Frankie,Gold,41.0,N,2005-06-14,0.572,0.483,-8.123,0.0253,0.796,5.97e-06,0.175,0.609,3.0,1.0,99.605,151.2
Frankie And Johnny,Brook Benton,1.0,75.0,1961-07-19,0Gtf6xiTvkH3moZQ9hznZN,Frankie and Johnny,The Devoted Brook Benton,28.0,N,2023-04-07,0.592,0.501,-18.629,0.0603,0.807,0.0,0.74,0.719,8.0,1.0,136.61,152.189
"Frankie's Man, Johnny",Johnny Cash,7.0,57.0,1959-04-22,5J65xr8NkvpHy9RkxzSUAO,"Frankie's Man, Johnny",The Fabulous Johnny Cash,21.0,N,1958-11,0.741,0.754,-5.582,0.0653,0.643,0.0,0.124,0.933,3.0,0.0,160.14,135.36
French Foreign Legion,Frank Sinatra,7.0,61.0,1959-03-25,4Oz9avF6jbz2emynwgSoCr,French Foreign Legion,Frank Sinatra: The Complete Capitol Singles Collection,26.0,N,1996-01-01,0.626,0.32,-13.955,0.0451,0.473,0.0,0.0535,0.725,6.0,1.0,122.59,122.333
Fried Eggs,The Intruders,3.0,73.0,1959-03-18,3NwMSgyUmb2fbZoqwiizB1,Fried Eggs,"Koko-Mojo Diner, Vol. 2 - Cornbread & Cabbage Greens",1.0,N,2021-04-16,0.718,0.564,-9.128,0.0608,0.851,0.895,0.0935,0.961,4.0,1.0,67.868,117.933
Fried Onions,Lord Rockingham's XI,1.0,96.0,1958-10-01,4xYniIC8SbgTddXQLTmNnP,Lord Rockingham's XI Fried Onions,What the Butler Saw,0.0,N,2021-04-05,0.535,0.673,-14.402,0.084,0.827,0.882,0.166,0.96,10.0,1.0,151.624,108.019
Frogg,The Brothers Four,5.0,32.0,1961-04-05,3hJZU6pDU70unNVpThiVM6,Frogg No. 1,Greatest Hits,18.0,N,1960-07-14,0.534,0.298,-16.544,0.123,0.806,1.94e-06,0.116,0.726,1.0,1.0,177.467,161.533
Funny,Jesse Belvin,10.0,25.0,1958-12-24,1GgUyYQBL4xCjcuBnHXPhf,It's Mighty Funny,So Fine,0.0,Y,1997,0.587,0.0442,-21.187,0.0529,0.992,0.772,0.11,0.364,0.0,1.0,124.406,241.613
Furry Murray,The Tradewinds,2.0,91.0,1959-08-05,5MXKZOcqs73QN2QZwC5n4R,Transitions,Transitions,27.0,N,2024-08-12,0.798,0.74,-7.962,0.446,0.162,0.0014,0.264,0.682,1.0,1.0,173.031,111.218
Gas Money,Jan & Arnie,2.0,81.0,1958-08-13,0Tae4MyaQzYlQE73Z4crAu,Gas Money (Jan & Arnie),Greatest Hits Vol 2. [Audiophile Edition],1.0,N,2023-09-09,0.562,0.923,-6.377,0.0372,0.662,6.12e-05,0.33,0.966,5.0,1.0,80.806,142.187
Gazachstahagen,The Wild-Cats,8.0,57.0,1958-12-31,5osWCsUjNGwxnXQzjyaYze,Wildcats,Motel Music Pt. II,42.0,N,2017-03-17,0.717,0.861,-7.649,0.058,0.0792,0.773,0.0766,0.0801,1.0,0.0,104.003,194.48
Gee,George Hamilton IV,7.0,73.0,1959-07-29,2w9ZPsB6iPGvkReSSPYc7n,Roll Muddy River,"Fort Worth, Dallas or Houston",29.0,N,1964-11-04,0.561,0.491,-10.552,0.0294,0.725,0.0,0.133,0.934,4.0,1.0,141.374,145.453
Gee Whiz,The Innocents,11.0,28.0,1960-11-16,519hCSC8d6zu3k45ESSVqk,Gee Whiz,The Complete Indigo Recordings,9.0,N,1992,0.645,0.131,-13.981,0.03,0.821,0.0,0.106,0.473,4.0,1.0,94.823,149.227
Gee Whiz (Look At His Eyes),Carla Thomas,14.0,10.0,1961-01-25,68IngNKFxLJQZvTyzYIKIg,"Gee Whiz, Look at His Eyes",Gee Whiz,32.0,N,1961,0.228,0.358,-7.161,0.0306,0.582,2.84e-06,0.129,0.324,5.0,1.0,179.652,141.84
"Gee, But It's Lonely",Pat Boone,9.0,31.0,1958-09-17,1x631Q0tVKGGn78ztY4A2x,"Gee, But It's Lonely",Pat Boone Sings,7.0,N,1958-12-01,0.333,0.0725,-15.058,0.0314,0.956,6.79e-06,0.154,0.291,7.0,1.0,91.933,132.627
Georgia On My Mind,Ray Charles,13.0,1.0,1960-09-21,6yMGxqKj0218mFR5KqsMRq,Georgia on My Mind,True Genius,56.0,N,2021-09-10,0.19,0.323,-12.405,0.0303,0.626,2.17e-06,0.176,0.281,7.0,1.0,94.34,219.56
Geraldine,Jack Scott,1.0,96.0,1958-10-08,4uJ0W3Z8yASNUr9bbkcMr6,Geraldine,The Way I Walk,13.0,N,2007-01-01,0.669,0.728,-11.146,0.0447,0.435,0.00359,0.144,0.925,2.0,1.0,97.361,124.173
Gidget,Jimmy Darren,12.0,41.0,1959-04-22,2i8emYYnQF4X6EUwvBsoL1,Gidget,Teen-Age Triangle,4.0,N,2005-07-26,0.59,0.362,-11.821,0.0836,0.789,0.0,0.266,0.708,4.0,0.0,117.477,149.84
Gift Of Love,Van Dykes,2.0,91.0,1961-01-11,6SovrD4xhOAlJ76Ixa0GT8,Gift of Love,Gift of Love,2.0,N,2020-07-24,0.505,0.558,-6.928,0.0303,0.755,0.000139,0.369,0.617,0.0,1.0,99.09,147.2
Gilee,Sonny Spencer,4.0,82.0,1959-11-11,1DtQMNuEieMUYm2g4SoD8M,Alive,Alive,52.0,N,2024-05-02,0.309,0.666,-3.425,0.0526,0.0114,0.0,0.438,0.694,4.0,1.0,177.831,168.776
Ginger Bread,Frankie Avalon,11.0,9.0,1958-01-01,70FdlOx7tulYnp2IkS6qQw,Ginger Bread,A Boy From Philly,16.0,N,2021-05-28,0.543,0.554,-14.174,0.0372,0.398,3.83e-05,0.236,0.974,8.0,1.0,147.777,125.153
Ginnie Bell,Paul Dino,12.0,38.0,1961-01-18,3bn7qrR8LcqrY59NKn9wGG,Ain't Talkin' Bout Love,Tales from the Beast,4.0,N,2019-08-09,0.49,0.933,-3.909,0.0676,2.64e-05,0.0,0.111,0.457,6.0,1.0,138.067,230.556
Girl Of My Best Friend,Ral Donner,11.0,19.0,1961-04-12,4P7QJ6qaGD54z86YycLj8a,Girl of My Best Friend,Presenting Ral Donner,14.0,N,1961-04-08,0.641,0.335,-9.845,0.0341,0.867,3.63e-06,0.128,0.726,1.0,0.0,134.584,137.04
